Na2O,MgO,Al2O3,SiO2,P2O5,SO3,Cl,K2O,CaO,TiO2,Cr2O3,MnO,FeO,Ni,Zn,Br,Filename,Sol
2.15,7.88,8.03,42.27,1.08,11.03,0.99,0.68,5.13,1.02,0.3,0.68,18.31,0.0805,0.1596,0.0248,apb_548404064rwp17000631150_______p1.csv,1700
1.4,3.18,3.6,19.37,0.72,36.93,0.95,0.27,25.56,0.25,0.11,0.1,7.35,0.032,0.057,0.0314,apb_548618995rwp17020631420_______p1.csv,1702
1.63,3.08,3.83,20.79,0.76,35.54,1.32,0.32,24.2,0.36,0.16,0.14,7.59,0.0381,0.0606,0.0272,apb_548612222rwp17020631420_______p1.csv,1702
1.84,5.72,4.86,25.98,1.08,28.63,1.55,0.44,19.48,0.55,0.17,0.23,9.28,0.0421,0.0723,0.0237,apb_548636693rwp17030631420_______p1.csv,1703
2.21,5.96,6.54,33.63,1.81,17.93,1.72,0.54,10.87,0.82,0.2,0.56,16.96,0.0446,0.1132,0.0178,apb_549337135rwp17100631840_______p1.csv,1710
2.16,6.14,6.69,34.78,1.17,17.45,1.41,0.52,10.6,0.81,0.18,0.41,17.45,0.0422,0.0945,0.0238,apb_549322315rwp17100631840_______p1.csv,1710
2.35,7.1,7.67,34.64,3.2,10.46,1.69,0.51,6.73,0.86,0.16,0.76,23.49,0.044,0.2174,0.0369,apb_549681826rwp17140632086_______p1.csv,1714
2.47,6.97,8.16,37.82,1.47,10.63,1.76,0.48,7.02,0.84,0.17,0.6,21.28,0.0375,0.2022,0.0356,apb_549703067rwp17150632086_______p1.csv,1715
2.4,6.81,8.97,47.94,1.05,5.48,0.81,0.71,3.52,1.14,0.31,0.31,20.14,0.089,0.1595,0.0396,apb_549776351rwp17150632086_______p1.csv,1715
2.33,6.73,8.84,47.99,1.05,5.41,0.83,0.75,3.56,1.14,0.34,0.29,20.37,0.0898,0.1606,0.0518,apb_549767778rwp17150632086_______p1.csv,1715
2.33,6.23,7.55,35.4,3.32,12.23,1.41,0.54,8.47,0.92,0.21,0.82,20.25,0.0351,0.152,0.0339,apb_549797295rwp17160632086_______p1.csv,1716
2.25,7.63,8.43,46.8,1.06,6.68,1.13,0.79,3.08,1.04,0.31,0.21,20.19,0.0983,0.2005,0.0241,apb_550090855rwp17190632582_______p1.csv,1719
2.28,7.04,8.38,46.86,1.29,5.26,1.13,0.75,3.78,1.09,0.33,0.28,21,0.0839,0.1834,0.0913,apb_550270922rwp17210632978_______p1.csv,1721
1.41,3.31,2.72,12.01,0.52,43.63,0.63,0.07,33.05,0.05,0.06,0.05,2.37,0.0087,0.0164,0.0039,apb_550654199rwp17250633326_______p1.csv,1725
2.25,6.7,8.39,45.09,1.18,7.92,1,0.71,4.53,1.1,0.3,0.3,20.16,0.0888,0.1858,0.0159,apb_550660969rwp17250633326_______p1.csv,1725
2.39,7.31,8.47,45.48,1.17,6.18,1.16,0.74,3.7,1.11,0.32,0.31,21.23,0.0881,0.2012,0.0431,apb_550679442rwp17260633326_______p1.csv,1726
3.35,8.89,6.86,32.72,7.56,8.76,3.1,0.51,3.09,0.77,0.2,3.99,19.84,0.031,0.1265,0.0153,apb_550801495rwp17270640000_______p1.csv,1727
1.85,4.81,4.28,21,0.82,34.59,1.2,0.33,23.98,0.36,0.11,0.1,6.44,0.0266,0.0489,0.0129,apb_551013550rwp17290640420_______p1.csv,1729
2.35,6.89,8.55,45.89,1.11,5.73,0.9,0.84,3.54,1.05,0.34,0.33,22.02,0.0936,0.1848,0.0479,apb_551036102rwp17300640420_______p1.csv,1730
2.07,4.59,6.72,37.47,0.86,18.29,0.82,0.67,11.55,0.79,0.33,0.17,15.33,0.0466,0.0939,0.0363,apb_551245460rwp17320640678_______p1.csv,1732
1.92,4.19,4.61,23.36,0.79,32.08,1.34,0.37,22.6,0.42,0.13,0.08,7.96,0.0273,0.05,0.015,apb_551423453rwp17340640846_______p1.csv,1734
2.33,6.93,8.69,46.59,1.03,4.83,1.15,0.78,3.61,1.07,0.33,0.3,21.98,0.0822,0.1712,0.0277,apb_551636152rwp17360640996_______p1.csv,1736
2.01,5.2,8.82,49.84,1.14,2.94,1.12,1.01,2.59,1.17,0.33,0.3,23.09,0.096,0.2063,0.045,apb_551654744rwp17370640996_______p1.csv,1737
1.82,4.14,4.82,24.35,0.83,31.71,1.14,0.41,22.27,0.45,0.13,0.08,7.7,0.0299,0.0492,0.0233,apb_551866906rwp17390641194_______p1.csv,1739
2.78,6.98,8.19,43.32,1.04,6.86,3.07,0.91,3.05,1.01,0.28,0.35,21.69,0.0997,0.244,0.0414,apb_552344351rwp17440641626_______p1.csv,1744
2.3,5.73,8.63,48.74,1.11,3.11,1.49,1.01,2.77,1.16,0.35,0.35,22.79,0.1007,0.2296,0.0425,apb_552366482rwp17450641626_______p1.csv,1745
2.09,4.37,5.91,29.68,0.88,24.2,1.16,0.65,14.93,0.68,0.18,0.12,14.82,0.0492,0.0823,0.0137,apb_552576928rwp17470641890_______p1.csv,1747
2.01,4.91,6.09,29.78,0.86,25.32,0.84,0.58,17.11,0.7,0.2,0.12,11.31,0.051,0.0555,0.0111,apb_552666000rwp17480641980_______p1.csv,1748
2.42,10.48,8.15,41.59,0.9,3.63,0.54,0.41,7.31,1.09,0.3,0.43,22.54,0.1394,0.0164,0.0039,apb_552886233rwp17500642088_______p1.csv,1750
2.52,9.55,9.03,44.12,0.8,3.34,0.51,0.42,7.32,0.97,0.53,0.44,20.31,0.0567,0.0212,0.0035,apb_552810811rwp17500642088_______p1.csv,1750
2.38,6.42,8.44,46.74,1.02,5.08,0.97,0.88,3.68,1.01,0.3,0.2,22.28,0.0773,0.1291,0.0798,apb_553109805rwp17530642238_______p1.csv,1753
2.4,5.79,8.67,48.33,1.09,3.36,0.79,0.94,3.6,1.18,0.3,0.33,22.74,0.0912,0.2238,0.0672,apb_555596398rwp17810642790_______p1.csv,1781
1.69,4.05,4.91,25.84,0.68,30.2,0.82,0.4,21.12,0.46,0.17,0.09,9.38,0.0396,0.0477,0.0261,apb_555683922rwp17820650000_______p1.csv,1782
1.76,4.22,4.65,23.38,0.78,32.62,0.87,0.34,23.51,0.35,0.12,0.07,7.16,0.0256,0.036,0.0245,apb_555808774rwp17830650156_______p1.csv,1783
2.29,6.15,8.76,47.99,0.99,5.39,0.8,0.93,3.48,1.1,0.33,0.22,21.25,0.0882,0.1083,0.0175,apb_555831282rwp17840650156_______p1.csv,1784
2.46,6.13,8.76,46.87,1.21,5.42,0.83,0.93,4.24,1.03,0.34,0.23,21.06,0.0869,0.1234,0.0131,apb_556039232rwp17860650436_______p1.csv,1786
2.64,6.53,8.63,46.37,1.04,6.01,1.34,0.97,3.77,1.09,0.32,0.22,20.69,0.0862,0.1173,0.0221,apb_556215860rwp17880650646_______p1.csv,1788
2.35,11.49,8.34,42.42,0.76,2.96,0.45,0.39,6.99,0.92,0.41,0.44,21.92,0.0939,0.0166,0.004,apb_556427467rwp17900651174_______p1.csv,1790
2.82,8.77,10.01,46.68,1,3.43,0.63,0.54,6.82,0.93,0.24,0.36,17.62,0.071,0.0164,0.0059,apb_556660256rwp17930651174_______p1.csv,1793
2.35,6.16,8.6,47.04,1.11,5.73,0.94,0.97,3.21,1.09,0.34,0.24,21.89,0.0928,0.1555,0.0122,apb_556837985rwp17950651642_______p1.csv,1795
2.26,6.05,7.63,38.44,1.09,14.8,0.95,0.62,9.74,0.91,0.28,0.17,16.85,0.0608,0.0971,0.0135,apb_556926476rwp17960651934_______p1.csv,1796
1.95,4.27,4.86,24.86,0.9,29.33,1.39,0.47,20.76,0.48,0.14,0.11,10.27,0.0393,0.0656,0.0155,apb_557049793rwp17970652186_______p1.csv,1797
1.92,4.24,4.57,22.88,0.86,31.73,1.34,0.42,22.29,0.43,0.14,0.11,8.92,0.0354,0.0638,0.0206,apb_557071985rwp17980652186_______p1.csv,1798
2.71,5.87,7.56,37.34,0.9,15.92,1.77,0.72,10.12,0.81,0.27,0.17,15.57,0.0728,0.082,0.037,apb_557281685rwp18000652456_______p1.csv,1800
2.29,6.27,8.93,47.99,1.03,5.57,0.78,0.86,3.81,1.17,0.33,0.16,20.45,0.0999,0.155,0.0161,apb_557459066rwp18020652720_______p1.csv,1802
2.45,8.89,8.78,41.93,2.02,4.01,0.9,0.55,5.65,0.93,0.37,0.46,22.77,0.0871,0.1391,0.0096,apb_557769596rwp18050652882_______p1.csv,1805
1.98,5.3,7.83,43.12,1.51,13.6,0.79,0.79,7.83,0.96,0.26,0.17,15.58,0.0491,0.1755,0.0087,apb_557854993rwp18060652882_______p1.csv,1806
2.44,6.54,9.17,47.64,0.95,5.04,0.86,0.8,3.77,1.08,0.42,0.16,20.69,0.1099,0.208,0.0099,apb_558080595rwp18090653200_______p1.csv,1809
2.13,4.18,9.52,51.79,0.99,2.78,0.88,0.91,2.28,1.16,0.34,0.12,22.52,0.0982,0.2108,0.0176,apb_558294961rwp18110653308_______p1.csv,1811
2.31,5.04,9.59,50.48,0.97,3.8,0.93,0.9,2.73,1.12,0.32,0.1,21.33,0.1101,0.1946,0.0085,apb_558317697rwp18120653308_______p1.csv,1812
2.59,5.94,8.79,47,0.85,5.25,2.1,0.79,3.73,1.14,0.32,0.12,20.98,0.1034,0.132,0.0447,apb_558524564rwp18140660000_______p1.csv,1814
2.44,4.69,9.57,50.06,0.98,3.78,1.33,0.81,2.46,1.09,0.32,0.09,22.08,0.0949,0.1142,0.0116,apb_558749211rwp18160660084_______p1.csv,1816
2.69,6.68,8.65,45.27,0.84,6.08,1.93,0.75,4.45,1.08,0.33,0.13,20.83,0.0924,0.1044,0.0287,apb_558896086rwp18180660084_______p1.csv,1818
3.08,4.27,9.05,47.06,0.82,6.04,2.64,0.86,3.76,1.07,0.32,0.11,20.55,0.0949,0.1054,0.0272,apb_558915542rwp18180660084_______p1.csv,1818
2.65,4.63,9.3,49.63,0.91,4,1.96,0.9,2.68,1.14,0.32,0.07,21.5,0.0926,0.1159,0.0156,apb_558939693rwp18190660084_______p1.csv,1819
2.54,5.99,8.66,46.27,0.96,6.66,1.77,0.81,4.38,1.04,0.3,0.13,20.14,0.0991,0.1013,0.0555,apb_559180527rwp18210660246_______p1.csv,1821
2.75,4.83,9.01,47.19,0.86,6.59,2.78,0.98,4.4,1.07,0.31,0.12,18.78,0.092,0.0941,0.0379,apb_559202370rwp18220660246_______p1.csv,1822
2.49,6.53,8.69,45.41,0.93,7.47,1.1,0.78,5.57,1.02,0.3,0.3,19.08,0.0777,0.0916,0.0187,apb_559447722rwp18240660384_______p1.csv,1824
2.37,5.69,8.96,46.65,0.93,8.46,0.88,0.96,5.19,1.05,0.3,0.25,18.03,0.0808,0.0962,0.0323,apb_559471728rwp18250660384_______p1.csv,1825
2.53,6.73,8.78,45.92,0.89,6.83,0.85,0.69,4.9,1.16,0.36,0.23,19.89,0.0716,0.1045,0.0068,apb_559855775rwp18290660684_______p1.csv,1829
2.77,6.48,8.01,42.09,1,8.23,1.69,0.62,5.45,1.05,0.33,0.09,21.96,0.0767,0.0732,0.0452,apb_559944550rwp18300660856_______p1.csv,1830
2.88,5.64,8.84,46.64,0.89,7.13,2.01,0.96,4.62,1.04,0.27,0.23,18.6,0.0881,0.0935,0.0223,apb_560303043rwp18340660952_______p1.csv,1834
2.63,5.47,8.64,45.34,1.14,6.65,2.31,1.09,3.93,1.04,0.3,0.26,20.92,0.0752,0.1239,0.0146,apb_560513645rwp18360661112_______p1.csv,1836
2.44,5.48,9.18,47.27,1.21,6.42,1.1,1.02,4.01,1.03,0.29,0.26,20,0.0738,0.1182,0.0088,apb_560535551rwp18370661112_______p1.csv,1837
2.3,5.79,8.88,47.89,0.89,6.2,0.92,1.01,4.57,1.09,0.34,0.25,19.55,0.0829,0.1374,0.0176,apb_560688992rwp18380661332_______p1.csv,1838
2.53,6.28,9,46.38,0.83,7.44,1.15,0.93,5.09,1.09,0.32,0.37,18.27,0.0868,0.141,0.0083,apb_560708363rwp18390661332_______p1.csv,1839
2.72,6.83,8.85,44.9,0.96,6.38,1.88,0.87,4.59,1.06,0.33,0.34,19.96,0.0805,0.1331,0.014,apb_561334063rwp18460661342_______p1.csv,1846
2.42,5.46,9.3,49.79,0.89,4.57,0.73,1.06,3.26,1.07,0.3,0.3,20.59,0.0949,0.0968,0.0096,apb_561953513rwp18530661804_______p1.csv,1853
2.4,6.15,9,45.87,1.03,5.45,1.04,0.88,3.89,0.95,0.33,0.21,22.41,0.0781,0.0722,0.0119,apb_562907019rwp18630661804_______p1.csv,1863
2.38,5.39,9,48.36,0.85,6.6,0.82,1.04,4.33,1.06,0.3,0.3,19.32,0.0884,0.0896,0.008,apb_562925491rwp18640661804_______p1.csv,1864
2.34,6.17,8.74,43.5,0.81,9.6,0.78,0.87,6.86,0.93,0.31,0.2,18.56,0.0696,0.0852,0.009,apb_563089233rwp18650661994_______p1.csv,1865
2.6,6.8,9.15,44.35,0.86,7.76,0.64,0.75,6.92,1,0.36,0.3,18.31,0.0702,0.0668,0.0041,apb_563081237rwp18650661994_______p1.csv,1865
2.38,6.01,8.68,44.47,0.9,9.21,1.05,0.94,6.06,0.97,0.32,0.27,18.27,0.0841,0.0819,0.0069,apb_563087639rwp18650661994_______p1.csv,1865
2.55,6.79,9.13,46.59,1,5.72,0.94,0.89,4.02,1.1,0.32,0.26,20.42,0.0834,0.0939,0.0092,apb_563111254rwp18660661994_______p1.csv,1866
2.54,6.65,8.7,44.63,0.94,7.39,0.87,0.91,5.75,1.06,0.33,0.39,19.54,0.0852,0.0981,0.0353,apb_563364562rwp18680662168_______p1.csv,1868
2.56,6.34,7.83,41.81,1.34,5.66,2.72,0.85,4.66,0.92,0.3,0.37,24.37,0.0721,0.0688,0.0516,apb_563530826rwp18700662312_______p1.csv,1870
2.82,5.68,8.49,45,0.8,9.21,1.84,0.94,6.09,1,0.3,0.38,17.18,0.0739,0.0972,0.008,apb_563549301rwp18710662312_______p1.csv,1871
2.7,5.79,9.15,46.16,0.73,5.68,2.04,1.16,4.28,1.15,0.32,0.31,20.27,0.0822,0.1096,0.0029,apb_563972179rwp18750662430_______p1.csv,1875
2.38,5.54,8.75,46.04,0.94,7.89,0.84,1.02,4.71,1.05,0.3,0.41,19.87,0.0825,0.096,0.0117,apb_563996243rwp18760662430_______p1.csv,1876
2.59,5.25,9.41,49.47,0.85,6.67,1.56,1.04,4.22,1,0.28,0.26,17.21,0.0642,0.065,0.0041,apb_564330147rwp18790670000_______p1.csv,1879
2.87,5.56,9.29,49.33,0.85,6.18,1.76,1.15,3.28,1,0.28,0.26,17.94,0.0838,0.0903,0.0054,apb_564353019rwp18800670000_______p1.csv,1880
2.49,5.61,9.36,50.05,0.84,6.23,1.23,1.09,3.73,1.01,0.29,0.32,17.48,0.092,0.0987,0.0044,apb_564853361rwp18850670000_______p1.csv,1885
2.74,5.58,9.98,50.37,0.9,5.85,1.69,1,3.59,0.98,0.28,0.24,16.57,0.0903,0.0822,0.0046,apb_564882333rwp18860670000_______p1.csv,1886
2.48,5.15,8.92,44.95,0.98,10.72,1.4,0.94,6.5,0.92,0.25,0.15,16.24,0.0752,0.0756,0.0115,apb_565182131rwp18890670216_______p1.csv,1889
2.72,5.35,10.21,52.28,0.72,5.75,1.23,1.17,3.47,1,0.29,0.09,15.52,0.0867,0.0548,0.0024,apb_565478500rwp18920670650_______p1.csv,1892
2.86,5.53,9.93,50.01,0.81,5.74,1.72,1.17,3.7,1.04,0.3,0.1,16.85,0.1004,0.0589,0.0056,apb_565496972rwp18930670650_______p1.csv,1893
2.47,5.75,8.94,47.82,0.83,5.62,1.88,1.17,2.99,1.03,0.29,0.38,20.52,0.0993,0.1304,0.0112,apb_565756303rwp18950670806_______p1.csv,1895
2.58,5.57,9.59,48.64,0.73,6.86,1.67,1.04,4.47,1.07,0.3,0.19,17.04,0.0886,0.0717,0.002,apb_565919597rwp18970671016_______p1.csv,1897
2.78,5.19,10.13,51.52,0.77,5.3,1.49,0.95,3.33,1.04,0.29,0.16,16.79,0.0639,0.0521,0.0064,apb_565929057rwp18970671016_______p1.csv,1897
2.59,9.36,9.39,43.11,0.81,3.85,0.58,0.44,7.38,1.01,0.56,0.45,20.33,0.0504,0.0254,0.0025,apb_565948712rwp18980671016_______p1.csv,1898
2.62,9.44,9.63,43.72,0.79,3.5,0.54,0.45,7.45,0.93,0.5,0.43,19.88,0.0478,0.0218,0.003,apb_566379963rwp19020671238_______p1.csv,1902
2.42,9.16,9.47,44.75,0.81,3.29,0.5,0.49,7.29,0.88,0.57,0.41,19.76,0.0511,0.0227,0.0021,apb_566358809rwp19020671238_______p1.csv,1902
2.84,5.42,9.73,49.4,0.78,7.16,1.17,0.79,4.4,0.91,0.29,0.1,16.78,0.0878,0.0812,0.0079,apb_566546220rwp19040671358_______p1.csv,1904
2.62,5.11,10.11,52.54,0.77,5.66,1.24,0.8,3.6,0.94,0.32,0.09,15.91,0.1029,0.0914,0.0086,apb_566567353rwp19050671358_______p1.csv,1905
2.67,5.23,9.52,48.85,0.61,8.44,1.5,1.08,4.38,1.02,0.32,0.14,15.98,0.0846,0.0838,0.0118,apb_566726840rwp19060671494_______p1.csv,1906
2.63,5.37,9.55,49.26,0.7,7.9,1.71,1.02,4.65,1,0.28,0.15,15.51,0.0866,0.0903,0.0101,apb_566745784rwp19070671494_______p1.csv,1907
2.63,5.46,9.46,48.93,0.8,7.61,0.99,0.98,4.76,0.89,0.28,0.11,16.8,0.0898,0.1308,0.0055,apb_567186655rwp19120671714_______p1.csv,1912
2.55,6.7,9.47,47.67,1.01,3.49,0.95,0.6,3.84,0.89,0.28,0.14,22.22,0.064,0.059,0.0038,apb_568048491rwp19210671762_______p1.csv,1921
2.6,6.26,9.67,51.09,0.96,4.85,1.25,0.86,2.63,0.79,0.28,0.08,18.44,0.1117,0.0565,0.0076,apb_568049766rwp19210671762_______p1.csv,1921
2.74,6.63,10.19,51.32,1.16,4.38,1.2,0.8,3.54,0.99,0.3,0.13,16.43,0.0663,0.0505,0.0087,apb_568045949rwp19210671762_______p1.csv,1921
2.68,5.92,9.68,51.52,1.05,4.74,1.22,1,2.94,0.86,0.32,0.13,17.64,0.0871,0.0645,0.0105,apb_568047219rwp19210671762_______p1.csv,1921
2.68,5.45,9.87,50.44,0.73,6.81,1.29,0.83,4.39,0.9,0.31,0.11,15.9,0.1038,0.1123,0.0108,apb_568152083rwp19220671762_______p1.csv,1922
2.57,6.17,9.88,53.36,1.24,4.39,1.26,0.9,2.65,0.85,0.35,0.1,15.87,0.0946,0.0639,0.0124,apb_568076848rwp19220671762_______p1.csv,1922
2.51,6.07,9.41,48,0.82,7.6,1.12,0.86,5.36,0.96,0.3,0.17,16.52,0.0935,0.1069,0.0135,apb_568433650rwp19260671846_______p1.csv,1926
2.54,6.44,9.86,50.47,0.75,6.47,1.17,1,3.8,1,0.28,0.2,15.71,0.0968,0.1159,0.0101,apb_568610164rwp19280671846_______p1.csv,1928
2.8,5.41,10.64,54.26,0.65,3.12,0.85,1.07,3.03,1.01,0.32,0.16,16.43,0.0904,0.0818,0.0022,apb_568787314rwp19300672140_______p1.csv,1930
2.58,4.03,9.92,51.72,0.89,7.91,1.57,0.94,4.54,1,0.3,0.11,14.25,0.0833,0.0665,0.0165,apb_568969008rwp19320672420_______p1.csv,1932
3.26,6.57,10.48,52.34,1.07,7.22,1.68,0.97,4.21,1.09,0.36,0.21,10.17,0.1832,0.0688,0.0217,apb_569044765rwp19320672420_______p1.csv,1932
2.61,5.41,9.35,47.64,0.7,6.89,1.52,0.85,3.9,0.91,0.25,0.07,19.59,0.1293,0.0787,0.0156,apb_569210153rwp19340672420_______p1.csv,1934
2.46,4.06,9.65,50.78,0.74,9.02,1.62,0.95,4.98,0.96,0.31,0.1,14.12,0.0925,0.0644,0.0148,apb_569231635rwp19350672420_______p1.csv,1935
2.18,4.27,7.43,35.4,0.89,22.61,1.17,0.59,13.09,0.8,0.3,0.08,11.02,0.0471,0.0419,0.0113,apb_569476118rwp19370672420_______p1.csv,1937
2,4.09,6.97,35.73,0.73,23.27,1.06,0.53,12.91,0.65,0.2,0.1,11.43,0.0587,0.0503,0.0121,apb_569474235rwp19370672420_______p1.csv,1937
2.23,3.98,8.34,43.22,0.79,16.31,1.38,0.71,9.04,0.81,0.29,0.08,12.62,0.0686,0.0542,0.0142,apb_569472351rwp19370672420_______p1.csv,1937
2.07,4.39,7.16,37.03,0.72,21.08,1.08,0.56,12.3,0.79,0.28,0.13,12.2,0.0581,0.0486,0.0135,apb_569500326rwp19380672420_______p1.csv,1938
2.67,6.08,9.2,47.65,0.99,8.13,1.42,0.86,4.47,0.92,0.27,0.1,16.9,0.1768,0.0695,0.0151,apb_569578556rwp19380672420_______p1.csv,1938
2.44,7.17,9.67,48.34,0.93,5.37,1.17,0.69,4.22,1,0.35,0.33,17.88,0.0797,0.1286,0.0111,apb_569733141rwp19400672478_______p1.csv,1940
2.44,7.1,9.45,48.88,0.9,6.04,1.15,0.74,4.29,1,0.33,0.35,17.03,0.0906,0.1214,0.0118,apb_569735021rwp19400672478_______p1.csv,1940
2.56,6.16,10.25,50.55,0.81,5.26,1.44,1.02,4.22,1.16,0.35,0.12,15.76,0.1024,0.1223,0.0087,apb_569763541rwp19410672478_______p1.csv,1941
2.41,6.49,9.38,49.11,0.62,6.48,1.29,0.75,4.37,0.95,0.29,0.27,17.3,0.0904,0.1122,0.0125,apb_570035456rwp19440672764_______p1.csv,1944
2.49,4.91,9.9,50.46,0.84,5.88,1.33,0.83,4.4,1.06,0.34,0.11,17.17,0.0869,0.0397,0.014,apb_570207856rwp19460672884_______p1.csv,1946
2.62,5.98,9.62,49.51,0.72,5.28,1.55,0.72,3.99,1.1,0.33,0.1,18.23,0.0891,0.0781,0.0158,apb_570366587rwp19470673172_______p1.csv,1947
2.56,5.81,9.62,48.72,0.8,5.54,1.67,0.79,3.55,1.1,0.33,0.09,19.16,0.0899,0.0839,0.0078,apb_570389559rwp19480673172_______p1.csv,1948
2.04,3.81,8.92,48.61,1.02,15.44,0.9,0.58,7.74,1,0.36,0.11,9.13,0.0341,0.1039,0.0084,apb_570597916rwp19500680000_______p1.csv,1950
2.62,5.73,9.23,48.26,0.73,6.95,1.59,0.98,4.41,1,0.31,0.1,17.81,0.102,0.0752,0.0136,apb_570981132rwp19540680214_______p1.csv,1954
2.65,5.55,9.27,48.74,0.73,6.4,1.71,0.99,4.29,1.06,0.3,0.12,17.92,0.1088,0.0782,0.0108,apb_571003399rwp19550680214_______p1.csv,1955
2.5,5.59,9.44,47.59,0.75,6.8,1.71,1.05,4.24,1.15,0.3,0.12,18.51,0.1004,0.087,0.0121,apb_571452767rwp19600680214_______p1.csv,1960
2.71,4.87,9.15,46.99,1.04,9.94,1.4,0.94,5.67,0.84,0.28,0.12,15.73,0.0829,0.1088,0.0116,apb_571784612rwp19630680580_______p1.csv,1963
2.72,4.63,9.52,50.2,0.76,7.99,1.54,1,4.96,0.93,0.3,0.12,15.03,0.0979,0.1248,0.0104,apb_571808186rwp19640680580_______p1.csv,1964
2.71,5.24,9.64,49.34,0.77,7.57,1.24,0.96,4.47,0.88,0.26,0.11,16.55,0.0896,0.0911,0.008,apb_572052473rwp19660680580_______p1.csv,1966
2.63,5.26,9.66,50.53,0.73,8.26,1.33,1,4.67,0.9,0.29,0.14,14.26,0.104,0.1152,0.0127,apb_572072698rwp19670680580_______p1.csv,1967
2.85,7.55,10.44,47.47,0.76,3.4,0.57,0.59,7.14,0.93,0.46,0.36,17.37,0.0443,0.025,0.0023,apb_572326028rwp19690680580_______p1.csv,1969
2.58,8.78,9.41,45.2,0.75,3.45,0.53,0.46,7.21,0.93,0.51,0.41,19.65,0.0488,0.0241,0.0031,apb_572504686rwp19710680580_______p1.csv,1971
2.57,5.99,9.22,47.41,0.87,9.93,1.28,0.94,5.74,0.87,0.29,0.16,14.36,0.1024,0.1144,0.0122,apb_572598012rwp19720680580_______p1.csv,1972
2.66,5.23,10.12,52.07,0.74,6.96,1.23,0.9,4.53,0.95,0.29,0.15,13.88,0.0904,0.111,0.0114,apb_572582076rwp19720680580_______p1.csv,1972
2.11,5.78,7,34.81,0.62,19.7,0.72,0.41,12.63,0.74,0.38,0.22,14.7,0.0482,0.045,0.0065,apb_572848169rwp19750680580_______p1.csv,1975
2.62,5.92,9.52,49.66,0.79,8.35,1.18,0.95,5.53,0.99,0.3,0.14,13.75,0.1087,0.1012,0.0118,apb_572866820rwp19760680580_______p1.csv,1976
2.71,4.07,8.81,45.06,0.66,10.03,1.04,0.91,7.14,0.9,0.29,0.13,17.9,0.1043,0.1162,0.0129,apb_573127608rwp19780680580_______p1.csv,1978
2.74,6.41,9.83,50.02,0.78,6.16,1.25,0.94,4.6,1.04,0.32,0.18,15.45,0.0984,0.1002,0.0091,apb_573204030rwp19790680580_______p1.csv,1979
2.66,5.16,9.51,50.3,0.71,7.83,1.3,0.91,4.94,0.94,0.31,0.14,14.93,0.1075,0.1002,0.0102,apb_573222502rwp19800680580_______p1.csv,1980
2.9,4.78,9.97,50.59,0.57,6.62,1.15,1.04,4.79,1,0.31,0.14,15.8,0.1011,0.0988,0.0091,apb_573657035rwp19840680580_______p1.csv,1984
2.82,6.33,9.08,46.28,0.86,8.77,1.71,1.2,4.75,0.86,0.27,0.11,16.51,0.0746,0.1342,0.0038,apb_573998519rwp19880681232_______p1.csv,1988
2.73,6.1,9.45,48.03,0.83,7.06,1.74,0.99,4.34,0.95,0.29,0.11,17.01,0.0832,0.1602,0.0023,apb_574014410rwp19880681232_______p1.csv,1988
2.38,5,9.54,50.45,0.52,6.01,1.09,0.99,4.76,1.14,0.29,0.28,17.18,0.0879,0.1037,0.0037,apb_574237252rwp19910681626_______p1.csv,1991
2.49,5.14,10.03,50.17,0.9,5.84,1.16,1.03,4.3,1.08,0.28,0.21,17.11,0.064,0.1145,0.0062,apb_574417701rwp19930681816_______p1.csv,1993
2.7,5.46,9.32,48.86,0.77,7.02,1.24,1.02,4.65,0.99,0.27,0.29,17.15,0.0817,0.0981,0.0022,apb_574624488rwp19950682090_______p1.csv,1995
2.8,5.52,9.23,48.57,0.81,7.01,1.72,1.01,4.53,0.96,0.27,0.28,17.02,0.0704,0.0845,0.0036,apb_574643909rwp19960682090_______p1.csv,1996
2.66,6.01,9.2,48.69,0.89,5.4,1.06,1,4.02,1.01,0.32,0.33,19.05,0.0836,0.1014,0.004,apb_575066390rwp20000682626_______p1.csv,2000
2.42,5.37,8.55,45.64,0.88,9.54,1.03,0.91,6.43,0.98,0.3,0.31,17.39,0.075,0.0951,0.0078,apb_575170336rwp20010682626_______p1.csv,2001
2.53,5.34,8.75,46.32,0.9,8.82,1.07,0.96,6.05,0.96,0.26,0.32,17.46,0.0722,0.0887,0.0034,apb_575153921rwp20010682626_______p1.csv,2001
2.82,6.01,8.96,46.99,0.8,5.66,1.9,1.03,3.54,1.06,0.3,0.25,20.39,0.1003,0.1043,0.0071,apb_575513686rwp20050690408_______p1.csv,2005
2.85,4.99,8.78,47.57,0.79,5.55,2.4,1.1,3.4,1.05,0.31,0.25,20.68,0.1035,0.108,0.0082,apb_575536407rwp20060690408_______p1.csv,2006
2.8,5.49,9.49,46.25,1.49,4.67,2.25,1.06,2.97,1.04,0.28,0.2,21.76,0.0865,0.0869,0.0027,apb_575779629rwp20080690714_______p1.csv,2008
2.69,5.59,8.92,47.31,0.99,5.83,2.05,1.05,3.3,1,0.3,0.25,20.47,0.1011,0.0881,0.0035,apb_575804966rwp20090690714_______p1.csv,2009
2.79,6.08,7.09,35.54,2.13,7.9,2.12,0.7,3.25,0.79,0.27,0.25,30.64,0.0747,0.0985,0.0503,apb_576221840rwp20130691384_______p1.csv,2013
